"","sEVp_2D_S1","sEVp_2D_S2","sEVp_2D_S3","Exomere_2D_S4","Exomere_2D_S5","Exomere_2D_S6","Supermere_2D_S7","Supermere_2D_S8","Supermere_2D_S9","sEVp_3D_S10","sEVp_3D_S11","sEVp_3D_S12","Exomere_3D_S13","Exomere_3D_S14","Exomere_3D_S15","Supermere_3D_S16","Supermere_3D_S17","Supermere_3D_S18","Exomere_FPLC_S19","Exomere_FPLC_S20","Exomere_FPLC_S21","Exomere_FPLC_S22","Supermere_FPLC_S23","Supermere_FPLC_S24","Supermere_FPLC_S25","Supermere_FPLC_S26","sEV_3D_W_S1","sEV_3D_W_S2","sEV_3D_W_S3","sEV_3D_W_S4","hEV_3D_W_S5","hEV_3D_W_S6","hEV_3D_W_S7","hEV_3D_W_S8","NV_3D_W_S9","NV_3D_W_S10","NV_3D_W_S11","NV_3D_W_S12","Supermere_NCB_A","Supermere_NCB_B","Supermere_NCB_C","EV_NCB_A","EV_NCB_B","EV_NCB_C","NV_NCB_A","NV_NCB_B","NV_NCB_C","Exomere_NCB_A","Exomere_NCB_B","Exomere_NCB_C","sEVp_2D_1","sEVp_3D_1_A","sEVp_3D_1_B","sEVp_3D_1_C","Exomere_2D_1","Exomere_3D_1_A","Exomere_3D_1_B","Exomere_3D_1_C","Supermere_2D_1","Supermere_3D_1_A","Supermere_3D_1_B","Supermere_3D_1_C"
"ACTBL2",2.09004292744215,1.98953505755718,3.44856180357606,1.00220905713425,3.01647106230796,0.938549062015139,0,0,0,3.00874196141479,5.48984736673236,1.97496908236458,3.02515659729238,3.26265322800327,3.16672835915605,1.08130653810736,1.99560131960412,2.20598961211184,1.19884691610114,4.50609480812641,0,2.84075707983492,0,0,0.932803738317757,0,3.36854539318259,3.34343857298384,2.95470692717584,4.78743304820529,0,0,0,0,0,0,0,0,19.5315818082986,19.8861380658968,21.1763543914841,24.4239504473503,18.5935171385991,25.4463602817846,33.7697236889322,36.5470523617722,36.6212234134037,35.8586171674122,30.83728115345,28.2463600819214,20.7959909473004,19.2258116296802,25.0591707945986,21.144018860833,11.2398648648649,11.5703107390114,12.4459993072393,14.2174665083941,0,11.0222814083409,15.5553102373454,11.747230684021
"ACTC1",25.0805151293058,24.8691882194648,26.7263539777144,12.026508685611,14.0768649574372,8.44694155813625,7.22018265665973,3.91469333725548,2.74027637961014,13.0378818327974,17.3845166613192,19.7496908236458,6.05031319458476,5.43775538000545,7.38903283803078,4.32522615242945,6.98460461861441,4.41197922422367,3.59654074830341,13.5182844243792,3.93365738307935,9.94264977942223,0.919230060784675,3.96346669314008,2.79841121495327,1.05029990529307,8.42136348295646,6.68687714596767,7.38676731793961,9.57486609641058,3.30825323168711,0,6.24105049241832,2.96084247997627,0,0,0,0,37.6163797789455,36.8261816035125,40.162051432125,58.006882312457,47.1035767511177,46.8748742032875,70.6094222586764,72.1804284145002,83.5421659118271,66.0923532105245,57.3916065911432,54.2627443679017,74.5787261558358,70.4946426421606,94.14120920133,68.8885775788431,42.3147853736089,44.9956528739333,51.1668860408729,58.2239104629473,23.3481269696871,43.4407561387554,54.4435858307088,44.9158820271393
"ACTL6A",10.4502146372108,13.9267454029003,17.2428090178803,9.01988151420825,7.03843247871858,6.56984343410598,11.7327968170721,10.7654066774526,9.13425459870047,8.02331189710611,8.23477105009855,5.92490724709374,0,1.08755107600109,0,0,0,0,2.39769383220227,3.37957110609481,0,8.52227123950477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95731110708462,10.3113308489835,7.30219116947727,4.57949070887818,2.47913561847988,0,16.3731993643308,16.4461735627975,18.3106117067018,4.92177098376246,4.28295571575695,7.43325265313722,6.45392822502425,2.40322645371002,6.09547397706453,4.092390747258,4.62817965023847,0.642795041056191,2.07433321787322,4.73915550279803,6.48559082491309,1.29673898921658,0,0
"ACTN1",6.27012878232646,2.98430258633578,2.58642135268204,52.114870970981,60.3294212461593,66.6369834030749,68.5917352382675,66.5497867333431,68.5069094902535,18.0524517684887,33.8540587615162,39.4993816472916,102.855324307941,108.755107600109,92.890698535244,115.699799577488,122.729481155653,119.123439054039,232.57630172362,174.611173814898,203.238964792433,63.9170342962858,34.011512249033,38.6438002581158,32.6481308411215,55.6658949805325,1.68427269659129,11.7020350054434,7.38676731793961,6.38324406427372,3.30825323168711,0,31.2052524620916,47.3734796796203,40.3156376226197,19.2435732647815,26.5593400745077,15.9525839104955,141.784816089871,131.837730140575,131.439441050591,18.3179628355127,14.8748137108793,18.749949681315,16.3731993643308,21.014555108019,18.3106117067018,44.2959388538621,48.8256951596292,43.1128653881959,62.3879728419011,25.6344155062402,27.7682703399606,17.733693238118,148.101748807631,234.62018998551,227.485209560097,205.814753264372,218.564410799571,249.622255424191,242.403584531965,333.068540570479
"ACTN4",47.0259658674484,55.7069816116011,37.0720393884426,192.424138969776,224.224348964892,216.804833325497,286.099737770142,255.43374025592,284.988743479455,76.221463022508,127.181463995966,159.972495671531,370.077490402101,345.841242168346,333.562053831104,447.660906776448,522.847545736279,457.742844513206,828.403219025884,634.232844243792,807.71098265896,224.419809306959,159.946030576533,179.346867864589,142.718971962617,234.216878880354,50.5281808977388,65.1970521731848,59.0941385435169,49.4701414981214,89.3228372555519,104.10868102288,121.700484602157,207.258973598339,138.225043277553,410.529562982005,132.796700372539,159.525839104955,329.866714984599,338.800870752315,318.375534989209,53.4273916035788,48.3431445603577,40.1784636028178,51.1662480135336,51.1658733064811,44.6321160350857,78.7483357401994,87.3722966014418,78.0491528579408,104.697057872616,61.6828123118905,59.6001899979643,36.831516725322,287.608306836248,484.667460956368,515.126082438518,406.890351025945,398.863835732155,545.927114460179,496.47365174194,667.519108280255
"ACTR10",1.04502146372108,0,0,1.00220905713425,1.00549035410265,0.938549062015139,0.902522832082467,0.97867333431387,0.913425459870047,2.00582797427653,1.82994912224412,0.98748454118229,0,0,0,0,0,0,0,1.1265237020316,0,2.84075707983492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02332496027067,0.913676309044306,0,1.40622028107499,0.85659114315139,2.22997579594117,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR1A",19.8554078107004,15.9162804604575,17.2428090178803,12.026508685611,10.0549035410265,7.50839249612111,6.31765982457727,6.85071334019709,0.913425459870047,17.0495377813505,13.7246184168309,11.8498144941875,4.03354212972318,7.61285753200763,8.44460895774946,2.16261307621472,0,2.20598961211184,9.59077532880908,12.3917607223476,5.24487651077246,7.10189269958731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61695959412937,2.20957089621075,2.92087646779091,1.52649690295939,3.71870342771982,0,9.20992464243605,9.13676309044306,8.01089262168205,5.62488112429995,6.85272914521112,8.17657791845094,11.4736501778209,7.20967936113006,8.80457352242655,7.50271636997301,2.64467408585056,1.28559008211238,2.76577762383097,4.73915550279803,0,1.29673898921658,1.29627585311211,0.691013569648297
"ACTR1B",3.13506439116323,1.98953505755718,3.44856180357606,1.00220905713425,1.00549035410265,0.938549062015139,0,0,0,5.01456993569132,4.5748728056103,2.96245362354687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11662480135336,6.39573416331014,4.57765292667546,0,5.13954685890834,5.20327685719605,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR2",20.9004292744215,18.9005830467932,22.4156517232444,29.0640626568933,27.1482395607717,21.5866284263482,14.4403653133195,11.7440800117664,11.8745309783106,17.0495377813505,19.2144657835633,18.7622062824635,19.1593251161851,18.4883682920185,19.0003701549363,8.65045230485889,7.98240527841647,9.92695325450326,9.59077532880908,11.265237020316,7.8673147661587,18.464921018927,4.59615030392337,6.93606671299514,8.39523364485981,1.05029990529307,1.68427269659129,1.67171928649192,2.95470692717584,4.78743304820529,0,0,0,0,0,0,0,0,23.148541402428,17.676567169686,17.5252588067454,9.15898141775637,9.91654247391952,6.69641060046964,19.4431742451428,19.1872024899304,21.7438514017084,19.6870839350498,20.5581874356334,16.3531558369019,18.6446815389589,8.01075484570007,9.48184840876705,8.86684661905901,21.8185612082671,12.8559008211238,8.2973328714929,13.5404442937087,11.0255044023523,3.24184747304144,6.48137926556057,3.45506784824148
"ACTR3",20.9004292744215,16.9110479892361,23.2777921741384,39.0861532282358,30.1647106230796,30.0335699844845,20.7580251378967,24.4668333578467,18.2685091974009,24.0699356913183,25.6192877114177,19.7496908236458,26.2180238432006,26.1012258240261,25.3338268732484,15.1382915335031,13.9692092372288,17.6479168968947,11.9884691610114,15.7713318284424,18.3570677877036,17.0445424790095,10.1115306686314,11.8904000794202,15.8576635514019,7.35209933705146,3.36854539318259,6.68687714596767,7.38676731793961,6.38324406427372,0,0,0,0,0,0,0,0,29.6590686718608,25.7783271224588,24.097230859275,19.8444597384721,9.91654247391952,10.7142569607514,23.5364740862255,24.6692603441963,30.8991572550593,26.0150751998873,27.4109165808445,30.4763358778626,20.0788878111865,16.0215096914001,18.2864219311936,18.415758362661,36.3642686804452,26.99739172436,23.5091098025632,22.3417330846193,23.3481269696871,14.2641288813824,14.9071723107893,15.8933121019108
"ACVR1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36854539318259,3.34343857298384,2.95470692717584,3.19162203213686,6.61650646337421,0,0,0,0,0,0,0,0,0,0,0,3.71870342771982,5.35712848037571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACY1",10.4502146372108,10.9424428165645,15.5185281160923,16.035344914148,16.0878456656425,13.139686868212,33.3933447870513,30.33887336373,25.5759128763613,7.02039790996785,16.4695421001971,18.7622062824635,22.1844817134775,21.7510215200218,24.2782507535297,46.4961811386165,43.9032290312906,41.9138026301249,0,2.25304740406321,0,5.68151415966985,54.2345735862958,52.515933684106,55.9682242990654,45.1628959276018,0,0,1.47735346358792,1.59581101606843,0,0,0,11.8433699199051,5.75937680323139,6.41452442159383,5.31186801490154,0,28.935676753035,28.7244216507398,26.2878882101182,7.63248451479697,2.47913561847988,4.01784636028178,12.2798995232481,17.3598498718418,17.166198475033,15.4684230918249,10.2790937178167,14.8665053062744,7.17103136113805,2.40322645371002,0.677274886340503,0.682065124543001,7.93402225755167,17.3554661085171,19.3604433668168,13.5404442937087,27.8880405471263,45.3858646225802,55.7398616838209,64.9552755469399
"ACYP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6769202431387,1.98173334657004,1.86560747663551,2.10059981058613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADA",2.09004292744215,1.98953505755718,0,0,0,0,0,0,0,0,0,0,2.01677106486159,1.08755107600109,1.05557611971868,0,0,0,0,0,0,0,0,0,0,1.05029990529307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52649690295939,1.23956780923994,2.67856424018786,0,0,0,0,0,0,0,1.60215096914001,0.677274886340503,0.682065124543001,0,4.49956528739333,1.38288881191548,4.0621332881126,0,0,0,0
"ADAM10",47.0259658674484,49.7383764389296,27.5884944286084,14.0309267998795,9.04941318692389,9.38549062015139,8.1227054887422,10.7654066774526,7.30740367896037,13.0378818327974,7.31979648897649,9.8748454118229,0,0,0,1.08130653810736,0,0,2.39769383220227,1.1265237020316,2.62243825538623,2.84075707983492,2.75769018235402,2.97260001985506,0.932803738317757,8.40239924234452,77.4765440431995,73.5556486056444,82.7317939609236,71.8114957230794,76.0898243288034,43.6584791386272,59.2899796779741,47.3734796796203,5.75937680323139,0,0,0,3.61695959412937,2.946094528281,1.46043823389545,76.3248451479697,79.3323397913562,87.0533378061053,9.20992464243605,10.0504393994874,10.2997190850198,6.32799126483745,6.85272914521112,6.6899273878235,31.5525379890074,17.6236606605401,12.8682228404696,20.46195373629,4.62817965023847,0.642795041056191,0.691444405957742,2.0310666440563,1.94567724747393,1.29673898921658,1.29627585311211,2.76405427859319
"ADAM15",5.22510731860538,4.97383764389296,0.862140450894014,2.0044181142685,1.00549035410265,0.938549062015139,3.61009132832987,4.89336667156935,3.65370183948019,1.00291398713826,0,0,0,0,0,1.08130653810736,0.997800659802059,0,0,0,0,0,0,0,0,1.05029990529307,13.4741815727303,15.0454735784273,19.205595026643,14.3622991446159,13.2330129267484,3.35834454912517,12.4821009848366,8.8825274399288,0,0,0,0,0,0,0,6.10598761183758,6.1978390461997,6.69641060046964,0,0,0,1.40622028107499,0,1.48665053062744,2.86841254445522,4.00537742285003,3.38637443170252,3.410325622715,1.98350556438792,0,0,0,1.94567724747393,0.648369494608289,1.29627585311211,0
"ADAM17",11.4952361009318,16.9110479892361,3.44856180357606,9.01988151420825,5.02745177051327,3.75419624806056,3.61009132832987,2.93602000294161,4.56712729935023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919230060784675,0,0,0,21.8955450556868,20.060631437903,16.2508880994671,20.7455432088896,0,0,0,2.96084247997627,0,0,0,0,2.17017575647762,1.4730472641405,2.92087646779091,13.7384721266345,13.6352459016393,21.4285139215029,3.06997488081202,0.913676309044306,2.28882646333773,2.81244056214998,2.56977342945417,2.97330106125489,3.58551568056903,4.80645290742004,2.70909954536201,5.456520996344,1.98350556438792,0,0,0,1.29711816498262,0,0,0
"ADAM9",15.6753219558161,15.9162804604575,7.75926405804613,4.008836228537,2.01098070820531,0.938549062015139,5.4151369924948,3.91469333725548,3.65370183948019,4.01165594855305,0.914974561122061,4.93742270591145,0,0,0,0,0,0,0,0,1.31121912769312,1.42037853991746,0,0,0,0,23.5798177522781,21.7323507243949,22.1603019538188,19.1497321928212,43.0072920119324,30.2251009421265,37.4463029545099,29.6084247997627,5.75937680323139,0,0,0,0,0,0,6.10598761183758,16.1143815201192,13.3928212009393,0,0,0,0,0,0,7.17103136113805,8.01075484570007,4.06364931804302,6.13858612088701,1.98350556438792,0,0,0,1.29711816498262,0.648369494608289,0,0
"ADAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62243825538623,2.84075707983492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAR",3.13506439116323,2.98430258633578,3.44856180357606,2.0044181142685,1.00549035410265,2.81564718604542,1.80504566416493,1.95734666862774,2.74027637961014,1.00291398713826,0.914974561122061,0,0,0,0,0,0,1.10299480605592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17017575647762,1.4730472641405,0,0,0,0,3.06997488081202,1.82735261808861,2.28882646333773,1.40622028107499,0.85659114315139,1.48665053062744,0,0,0,0,0,0,0,0,0,0,0,0
"ADD1",0,0,2.58642135268204,3.00662717140275,5.02745177051327,4.6927453100757,5.4151369924948,5.87204000588322,7.30740367896037,7.02039790996785,9.14974561122061,4.93742270591145,9.07546979187715,10.8755107600109,13.7224895563429,4.32522615242945,7.98240527841647,5.51497403027959,2.39769383220227,4.50609480812641,2.62243825538623,2.84075707983492,4.59615030392337,5.94520003971012,6.5296261682243,2.10059981058613,0,1.67171928649192,1.47735346358792,0,0,0,0,0,0,0,0,0,10.8508787823881,8.10175995277276,8.76262940337272,0,0,0,2.04664992054134,1.82735261808861,1.14441323166886,4.92177098376246,4.28295571575695,4.45995159188233,2.86841254445522,0,0.677274886340503,0.682065124543001,3.96701112877583,2.57118016422476,2.07433321787322,4.73915550279803,5.83703174242178,3.24184747304144,5.18510341244846,3.45506784824148
"ADD3",0,0,0,3.00662717140275,5.02745177051327,5.63129437209084,3.61009132832987,3.91469333725548,2.74027637961014,6.01748392282958,5.48984736673236,5.92490724709374,5.04192766215397,8.70040860800872,11.6113373169055,3.24391961432208,3.99120263920824,4.41197922422367,1.19884691610114,2.25304740406321,0,2.84075707983492,1.83846012156935,4.9543333664251,4.66401869158878,1.05029990529307,0,0,0,0,0,0,0,0,0,0,0,0,5.06374343178112,4.4191417924215,5.11153381863409,0,0,0,1.02332496027067,0,0,2.10933042161248,1.71318228630278,2.22997579594117,0,0.801075484570007,0.677274886340503,0.682065124543001,3.3058426073132,1.28559008211238,0.691444405957742,3.38511107342717,1.29711816498262,2.59347797843316,3.24068963278029,2.07304070894489
"ADGRE5",24.0354936655848,18.9005830467932,9.48354495983415,0,1.00549035410265,0,0,0,0,10.0291398713826,2.74492368336618,7.89987632945832,0,0,0,0,0,1.10299480605592,1.19884691610114,1.1265237020316,1.31121912769312,2.84075707983492,0.919230060784675,0.990866673285019,0.932803738317757,1.05029990529307,28.632635842052,41.792982162298,47.2753108348135,46.2785194659845,33.0825323168711,13.4333781965007,37.4463029545099,23.6867398398101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRG1",2.09004292744215,1.98953505755718,0.862140450894014,0,0,0,2.7075684962474,2.93602000294161,1.82685091974009,1.00291398713826,0,0,0,0,0,0,0,0,0,0,0,4.26113561975238,1.83846012156935,0.990866673285019,0.932803738317757,1.05029990529307,3.36854539318259,3.34343857298384,4.43206039076377,4.78743304820529,6.61650646337421,0,3.12052524620916,2.96084247997627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRL1",0,0,0,0,0,0,0.902522832082467,0.97867333431387,0.913425459870047,0,0,0,0,0,0,3.24391961432208,0.997800659802059,2.20598961211184,0,0,0,0,2.75769018235402,2.97260001985506,0.932803738317757,7.35209933705146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1C",0,0,0,0,0,4.6927453100757,0,0,10.0476800585705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68070302591049,5.15566542449175,6.57197205252954,0,0,0,0,0.913676309044306,0,1.40622028107499,0,2.97330106125489,1.43420627222761,0,0,0,3.3058426073132,0,0,0,3.24279541245655,0,0,0
"ADH5",10.4502146372108,8.95290775900733,17.2428090178803,8.017672457074,6.03294212461593,13.139686868212,4.51261416041233,5.87204000588322,17.3550837375309,10.0291398713826,12.8096438557089,8.88736087064061,6.05031319458476,4.35020430400436,6.33345671831209,5.40653269053681,7.98240527841647,6.61796883633551,1.19884691610114,2.25304740406321,1.31121912769312,5.68151415966985,2.75769018235402,5.94520003971012,5.59682242990654,0,0,3.34343857298384,1.47735346358792,0,0,0,0,0,0,0,0,0,5.06374343178112,6.62871268863225,6.57197205252954,0,0,0,12.2798995232481,7.30941047235445,4.57765292667546,7.03110140537494,5.13954685890834,8.17657791845094,15.7762689945037,0,0,0,3.96701112877583,0,0,1.35404442937087,3.24279541245655,1.94510848382487,3.24068963278029,0.691013569648297
"ADK",14.6303004920951,10.9424428165645,17.2428090178803,10.0220905713425,10.0549035410265,8.44694155813625,4.51261416041233,3.91469333725548,4.56712729935023,12.0349678456592,13.7246184168309,10.8623299530052,0,1.08755107600109,1.05557611971868,0,0,0,1.19884691610114,3.37957110609481,0,5.68151415966985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61695959412937,3.68261816035125,3.65109558473863,1.52649690295939,0,1.33928212009393,5.11662480135336,9.13676309044306,3.43323969500659,5.62488112429995,5.13954685890834,6.6899273878235,7.88813449725186,0,2.03182465902151,0,0.661168521462639,0,0.691444405957742,0,0,0,1.94441377966817,0
"ADNP",1.04502146372108,0.994767528778592,1.72428090178803,0,0,0,0,0,0,0,0,0,0,0,1.05557611971868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04664992054134,0,0,0.703110140537494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPGK",0,0,0,0,0,0,0.902522832082467,0,0.913425459870047,0,0,0,0,0,0,1.08130653810736,0,0,0,0,0,0,1.83846012156935,1.98173334657004,0.932803738317757,2.10059981058613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61695959412937,3.68261816035125,3.65109558473863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24279541245655,2.59347797843316,2.59255170622423,2.76405427859319
"ADPRS",0,0,0,0,0,0,2.7075684962474,2.93602000294161,7.30740367896037,0,0,0,0,0,0,3.24391961432208,2.99340197940618,3.30898441816775,0,0,0,0,3.6769202431387,3.96346669314008,3.73121495327103,5.25149952646533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRM1",3.13506439116323,2.98430258633578,2.58642135268204,1.00220905713425,0,0.938549062015139,0,0,0,2.00582797427653,1.82994912224412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06997488081202,0.913676309044306,1.14441323166886,1.40622028107499,0,2.22997579594117,2.86841254445522,0,2.03182465902151,0.682065124543001,0,0,0,0,0,0,0,0
"ADSL",8.36017170976861,8.95290775900733,11.2078258616222,22.0485992569535,20.1098070820531,19.7095303023179,9.92775115290713,9.7867333431387,8.22082913883042,21.0611937299035,21.9593894669295,18.7622062824635,7.05869872701556,6.52530645600654,8.44460895774946,1.08130653810736,0,0,7.19308149660681,19.1509029345372,5.24487651077246,9.94264977942223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8508787823881,6.62871268863225,8.03241028642499,3.05299380591879,0,0,15.3498744040601,13.7051446356646,11.4441323166886,20.3901940755873,14.5620494335736,19.3264568981568,13.6249595861623,5.60752839199005,14.9000474994911,11.595107117231,14.5457074721781,5.78515536950572,7.60588846553516,8.80128879091063,3.89135449494785,3.24184747304144,4.5369654858924,3.45506784824148
"ADSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8508787823881,10.3113308489835,10.9532867542159,1.52649690295939,0,0,8.18659968216538,7.30941047235445,4.57765292667546,9.14043182698743,8.5659114315139,8.91990318376466,5.01972195279664,1.60215096914001,4.06364931804302,4.092390747258,7.27285373608903,7.71354049267429,8.98877727745064,10.1553332202815,4.53991357743916,11.0222814083409,15.5553102373454,13.1292578233176
"ADSS2",3.13506439116323,4.97383764389296,5.17284270536408,10.0220905713425,8.04392283282124,8.44694155813625,12.6353196491545,9.7867333431387,12.7879564381807,18.0524517684887,17.3845166613192,16.7872372000989,16.1341685188927,11.963061836012,13.7224895563429,14.0569849953957,11.9736079176247,16.5449220908388,4.79538766440454,11.265237020316,7.8673147661587,11.3630283193397,14.7076809725548,19.8173334657004,17.7232710280374,10.5029990529307,0,1.67171928649192,1.47735346358792,1.59581101606843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
